,start,duration,confidence,loudness_start,loudness_max_time,loudness_max,loudness_end,pitches,timbre
164,53.96036,0.11306,0.536,-32.006,0.06716,-27.415,0.0,"[0.139, 0.165, 0.073, 0.022, 0.069, 0.154, 0.081, 0.069, 0.482, 1.0, 0.327, 0.059]","[30.998, -71.295, -69.407, -88.465, 33.71, -28.939, -41.493, 23.073, 45.151, 1.557, 8.229, 8.621]"
165,54.07342,0.12667,0.922,-28.369,0.09293,-14.501,0.0,"[0.781, 0.343, 0.051, 0.033, 0.045, 0.063, 0.029, 0.048, 0.103, 0.522, 0.815, 1.0]","[40.303, 3.842, -18.864, -127.293, 40.434, 6.232, -42.406, -54.056, 40.078, 8.021, -0.21, -4.661]"
166,54.20009,0.378,0.598,-16.666,0.07469,-10.949,0.0,"[0.151, 0.042, 0.074, 0.276, 1.0, 0.457, 0.122, 0.096, 0.114, 0.109, 0.17, 0.397]","[46.512, -43.234, 106.135, -8.922, 80.811, -14.085, 17.339, 13.432, 17.801, -6.256, -0.691, 13.624]"
167,54.5781,0.29687,0.375,-14.214,0.14485,-9.425,0.0,"[0.329, 0.148, 0.1, 0.075, 0.196, 1.0, 0.243, 0.028, 0.022, 0.039, 0.032, 0.071]","[44.929, -38.621, 24.188, 97.137, 80.17, 9.747, -5.386, 19.366, 31.875, -12.186, -95.281, 30.519]"
168,54.87497,0.35356,0.977,-36.812,0.14927,-13.172,0.0,"[1.0, 0.25, 0.155, 0.051, 0.035, 0.101, 0.192, 0.194, 0.148, 0.239, 0.26, 0.862]","[33.564, -108.323, -37.649, -35.0, 50.817, 34.736, -1.549, 37.326, 13.794, -18.11, -47.738, 17.528]"
169,55.22853,0.70327,1.0,-35.938,0.08004,-15.899,0.0,"[0.987, 0.371, 0.244, 0.095, 0.169, 0.184, 0.092, 0.13, 0.339, 1.0, 0.222, 0.776]","[34.305, -105.84, 15.576, -125.423, 23.261, 53.849, 15.508, 40.035, 5.003, -7.075, -5.529, -0.727]"
170,55.93179,0.07442,0.104,-27.393,0.01329,-23.607,0.0,"[0.994, 0.722, 0.686, 0.695, 0.295, 1.0, 0.499, 0.439, 0.529, 0.429, 0.872, 0.857]","[34.699, -74.47, 11.196, -18.007, 12.344, -50.857, -37.817, -4.14, 6.59, -4.222, 6.648, -18.411]"
171,56.00621,0.53451,0.906,-26.636,0.13115,-14.713,0.0,"[0.482, 0.132, 0.199, 0.084, 0.226, 1.0, 0.223, 0.233, 0.208, 0.607, 0.265, 0.113]","[37.994, -51.429, -21.082, 58.24, 65.145, 40.312, -33.385, 25.006, 22.409, -23.594, -46.78, 1.718]"
172,56.54073,0.65438,1.0,-36.168,0.09526,-15.52,0.0,"[1.0, 0.124, 0.113, 0.049, 0.16, 0.984, 0.28, 0.064, 0.085, 0.519, 0.105, 0.505]","[37.879, -63.118, 14.801, -41.214, 80.845, 59.645, -30.245, 12.331, 14.745, -13.829, 20.663, 14.042]"
173,57.1951,0.07061,0.009,-23.697,0.02535,-22.282,0.0,"[0.122, 0.133, 0.12, 0.1, 0.147, 1.0, 0.497, 0.086, 0.073, 0.164, 0.094, 0.061]","[37.614, -73.732, -15.967, -48.866, 70.818, -49.986, -38.37, -0.82, 0.014, -2.671, 10.685, 28.017]"
174,57.26571,0.14408,0.582,-22.825,0.08875,-17.351,0.0,"[0.55, 0.132, 0.56, 0.099, 0.055, 0.544, 0.135, 0.066, 0.104, 0.198, 0.217, 1.0]","[40.765, -60.837, 2.662, -62.551, 42.209, -20.418, -9.936, 15.419, 3.418, 5.665, 8.005, 29.858]"
175,57.4098,0.48363,0.951,-18.344,0.23052,-4.499,0.0,"[0.4, 0.074, 0.24, 0.101, 0.556, 1.0, 0.07, 0.036, 0.055, 0.184, 0.021, 0.148]","[43.565, -13.308, 19.701, -13.249, 51.454, 35.009, -38.75, -1.523, 19.9, -12.096, -87.953, 16.29]"
176,57.89342,0.30816,1.0,-29.693,0.12776,-10.469,0.0,"[0.903, 0.095, 0.191, 0.051, 0.148, 0.648, 0.302, 1.0, 0.183, 0.102, 0.035, 0.078]","[39.999, -98.473, 52.236, -144.76, 53.82, -4.134, -30.75, 42.077, 24.831, -14.495, 9.75, 7.798]"
177,58.20159,0.28249,0.96,-24.135,0.11498,-6.663,0.0,"[0.117, 0.069, 0.09, 0.179, 0.25, 1.0, 0.141, 0.069, 0.075, 0.045, 0.043, 0.076]","[43.957, -56.133, 19.982, 34.124, 75.077, 48.137, -23.607, 42.728, 17.976, -28.044, -58.531, 16.382]"
178,58.48408,0.40168,1.0,-29.702,0.06791,-7.633,0.0,"[0.054, 0.064, 0.177, 0.903, 0.586, 0.041, 0.026, 0.375, 0.076, 0.085, 1.0, 0.543]","[49.353, -1.606, 118.202, -13.318, 63.486, 51.282, 51.799, 4.296, 16.882, 9.335, 63.261, -4.46]"
179,58.88576,0.59193,0.221,-8.851,0.13283,-5.84,0.0,"[0.056, 0.037, 0.121, 0.14, 0.621, 0.046, 0.027, 0.065, 0.11, 0.021, 0.176, 1.0]","[52.173, 20.458, 174.511, 35.532, 58.586, -32.621, 56.837, 13.158, 0.778, -4.805, -1.498, 21.982]"
180,59.47769,0.60381,0.169,-9.926,0.06371,-7.304,0.0,"[0.091, 0.031, 0.051, 0.108, 0.149, 0.118, 0.016, 0.058, 0.054, 1.0, 0.252, 0.154]","[50.483, -18.414, 84.041, 45.515, 2.76, -42.284, 51.465, 25.555, 9.833, -4.98, -7.556, -0.783]"
181,60.0815,0.20948,0.305,-18.069,0.11524,-13.876,0.0,"[0.073, 0.152, 0.077, 0.056, 0.122, 0.028, 0.028, 0.267, 0.128, 1.0, 0.524, 0.051]","[44.601, -19.651, -52.433, -53.388, 55.012, -36.858, 18.863, -10.284, -1.047, -16.098, 2.618, 12.241]"
182,60.29098,0.29066,0.88,-16.715,0.03811,-6.817,0.0,"[0.131, 0.063, 0.078, 0.072, 0.345, 0.377, 0.08, 0.035, 0.133, 1.0, 0.235, 0.315]","[48.856, -14.106, 15.384, 51.01, 58.286, 4.049, -20.641, 11.366, 22.058, -1.019, -22.118, -8.908]"
183,60.58163,0.16721,0.221,-17.68,0.11405,-14.465,0.0,"[0.438, 0.49, 0.096, 0.034, 0.079, 0.111, 0.422, 0.491, 0.171, 0.454, 0.203, 1.0]","[44.173, -44.944, -27.542, -37.559, 76.577, -58.259, -17.423, -21.507, 1.987, 30.739, 2.741, 9.24]"
184,60.74884,1.39347,0.631,-16.552,0.18567,-5.978,0.0,"[0.222, 0.175, 0.164, 0.113, 0.842, 0.103, 0.068, 0.182, 0.292, 0.412, 0.088, 1.0]","[46.626, -34.483, 53.042, -38.692, 58.691, -2.948, 11.584, -1.692, 8.689, -6.554, -20.397, -1.809]"
185,62.14231,0.71193,0.395,-22.282,0.2283,-17.043,0.0,"[0.051, 0.135, 0.069, 0.043, 0.142, 0.17, 0.055, 0.356, 0.212, 1.0, 0.075, 0.078]","[37.797, -76.807, 10.599, 38.466, 39.812, -9.287, -19.111, 16.721, 7.593, -10.71, -50.579, 1.522]"
186,62.85424,0.35406,0.585,-30.552,0.23092,-22.044,0.0,"[0.092, 0.397, 1.0, 0.025, 0.136, 0.028, 0.14, 0.042, 0.041, 0.04, 0.019, 0.018]","[33.303, -74.977, -18.779, -83.554, 17.841, -37.712, 11.059, -2.91, 9.338, 21.846, -7.616, 8.994]"
187,63.2083,0.48925,1.0,-28.79,0.07519,-10.758,0.0,"[0.124, 0.677, 1.0, 0.104, 0.05, 0.056, 0.13, 0.057, 0.184, 0.248, 0.061, 0.058]","[45.543, -36.125, 84.147, 11.486, 15.509, 18.493, 77.933, 9.565, -0.415, -8.225, 31.971, 21.543]"
188,63.69755,0.33161,0.584,-17.578,0.05709,-11.615,0.0,"[0.119, 0.449, 1.0, 0.196, 0.048, 0.023, 0.085, 0.066, 0.071, 0.095, 0.101, 0.047]","[42.862, -61.233, 20.388, 76.617, 25.892, -4.387, 52.248, -0.74, 12.481, 2.783, -57.06, 24.338]"
189,64.02916,0.1449,0.593,-27.669,0.05961,-20.759,0.0,"[0.325, 1.0, 0.03, 0.047, 0.299, 0.073, 0.236, 0.069, 0.04, 0.105, 0.046, 0.073]","[36.76, -116.033, -65.211, -60.511, 29.214, -36.223, 17.92, 19.818, 42.874, 20.617, -28.344, -3.056]"
190,64.17406,0.26594,0.959,-26.043,0.03862,-11.938,0.0,"[0.12, 0.412, 0.635, 0.08, 0.11, 0.048, 0.136, 0.033, 0.13, 1.0, 0.481, 0.046]","[42.994, -18.856, -52.163, 35.527, -2.279, 17.183, -42.839, -34.668, 29.028, 7.747, -18.632, -24.594]"
191,64.44,1.14776,0.896,-26.163,0.13532,-11.139,0.0,"[0.165, 0.317, 0.728, 0.066, 0.089, 0.044, 0.161, 0.055, 0.19, 1.0, 0.115, 0.065]","[40.011, -69.063, 9.983, 40.663, 13.549, 33.937, 7.807, 14.153, 0.733, -1.511, -62.851, 13.226]"
192,65.58776,0.38263,0.95,-37.626,0.08196,-24.068,0.0,"[0.03, 0.059, 0.243, 0.05, 0.032, 0.012, 0.037, 0.054, 0.109, 1.0, 0.196, 0.015]","[29.841, -98.541, -115.953, -37.978, -1.201, 13.083, 4.535, -29.045, 15.463, 11.244, -44.594, 10.008]"
193,65.97039,0.08277,0.993,-35.608,0.01769,-22.064,0.0,"[1.0, 0.217, 0.158, 0.173, 0.103, 0.093, 0.269, 0.217, 0.745, 0.74, 0.718, 0.826]","[33.779, -65.528, -94.694, -15.828, 20.785, -39.819, -55.296, -37.055, 43.103, 6.189, 19.806, 20.075]"
194,66.05315,0.22213,1.0,-29.972,0.104,-7.215,0.0,"[0.132, 0.148, 1.0, 0.766, 0.071, 0.077, 0.103, 0.058, 0.116, 0.51, 0.246, 0.111]","[46.441, -73.039, 88.965, -88.356, 86.206, 57.472, 34.303, 31.085, 1.283, 8.041, 31.991, 7.804]"
195,66.27528,0.12168,0.25,-8.949,0.07994,-6.036,0.0,"[0.65, 1.0, 0.044, 0.014, 0.03, 0.03, 0.073, 0.342, 0.446, 0.077, 0.057, 0.022]","[52.721, -5.575, 91.0, -6.969, 82.459, -43.517, 44.413, -2.462, 37.936, 13.832, -8.063, 11.57]"
196,66.39696,1.1888,0.106,-7.501,0.18185,-4.592,0.0,"[0.128, 0.115, 1.0, 0.528, 0.028, 0.016, 0.111, 0.107, 0.089, 0.33, 0.723, 0.042]","[52.588, -30.403, 68.163, 54.719, 73.589, -16.996, 39.01, 9.515, 33.153, 7.039, -55.614, 19.013]"
197,67.58576,0.12313,0.99,-27.136,0.03295,-13.555,0.0,"[0.139, 0.311, 0.478, 1.0, 0.291, 0.021, 0.027, 0.186, 0.053, 0.037, 0.172, 0.021]","[44.123, 39.21, -32.253, -61.848, 41.529, 4.839, -67.173, -24.687, 46.484, 11.873, 27.073, -0.776]"
198,67.70889,0.30961,0.494,-15.412,0.08753,-10.542,0.0,"[0.063, 0.045, 0.707, 0.155, 0.091, 0.055, 0.204, 1.0, 0.745, 0.217, 0.067, 0.055]","[46.4, -17.777, 22.163, -6.015, 52.432, -6.253, -33.575, -18.729, 21.373, 20.604, -37.847, -1.603]"
199,68.0185,0.32172,0.659,-21.206,0.13019,-12.384,0.0,"[0.115, 0.421, 1.0, 0.057, 0.124, 0.024, 0.11, 0.976, 0.256, 0.116, 0.067, 0.073]","[41.298, -46.891, -36.068, 46.649, 56.267, 6.066, -27.75, 17.154, 19.012, -9.823, -61.655, 11.437]"
200,68.34023,0.9083,1.0,-32.266,0.26969,-13.537,0.0,"[0.346, 0.228, 1.0, 0.062, 0.049, 0.031, 0.078, 0.209, 0.131, 0.051, 0.015, 0.046]","[38.634, -84.108, 50.522, -81.1, 46.878, 65.236, 42.496, -0.342, 3.825, 2.394, -15.292, 1.21]"
201,69.24853,0.39574,0.392,-25.274,0.0735,-20.982,0.0,"[0.042, 0.287, 1.0, 0.178, 0.078, 0.025, 0.063, 0.189, 0.199, 0.11, 0.124, 0.044]","[36.877, -104.485, -4.32, -14.585, 22.173, -33.957, 29.073, 11.937, 8.115, -2.719, -18.311, 21.332]"
202,69.64426,0.79932,0.767,-31.648,0.03307,-22.153,0.0,"[0.124, 0.087, 0.155, 0.033, 0.07, 0.036, 0.068, 1.0, 0.636, 0.124, 0.275, 0.189]","[33.058, -67.5, -115.329, 3.818, 30.782, 15.558, -45.169, -16.067, 42.652, -23.241, -31.686, 9.554]"
203,70.44358,0.51941,1.0,-39.091,0.03546,-20.338,0.0,"[0.038, 0.044, 0.094, 0.019, 0.013, 0.031, 0.09, 1.0, 0.547, 0.116, 0.066, 0.034]","[33.48, -115.184, -24.541, 88.814, 36.874, 6.994, 16.783, 59.056, 18.226, 7.22, -28.498, -5.07]"
204,70.96299,0.11202,1.0,-41.08,0.07558,-21.728,0.0,"[0.121, 0.102, 0.116, 0.052, 0.066, 0.139, 0.155, 1.0, 0.191, 0.3, 0.075, 0.095]","[34.46, -51.24, 50.067, -63.437, 68.293, 71.291, 50.191, 29.259, 31.55, 32.494, 34.759, -23.123]"
205,71.07501,0.61002,0.299,-22.621,0.08235,-19.218,0.0,"[0.129, 0.202, 0.2, 1.0, 0.066, 0.035, 0.035, 0.104, 0.069, 0.242, 0.102, 0.421]","[37.327, -55.209, -23.195, 6.659, 62.477, -29.936, -46.006, -22.704, 16.709, 7.49, -18.908, 19.921]"
206,71.68503,0.08866,0.471,-29.388,0.03715,-24.341,0.0,"[0.2, 0.075, 0.13, 0.375, 0.168, 0.15, 0.337, 0.354, 0.701, 0.739, 1.0, 0.026]","[34.318, -106.291, -55.319, -52.207, 41.993, -35.894, -28.674, -4.501, 16.434, 12.156, 8.294, -1.56]"
207,71.7737,0.13937,0.22,-25.81,0.07427,-23.018,0.0,"[0.183, 0.212, 0.716, 0.244, 0.078, 0.162, 0.075, 0.592, 0.204, 0.177, 1.0, 0.291]","[35.532, -83.912, -31.071, -45.098, 60.602, -31.473, -29.781, -3.469, 26.44, -2.568, -12.222, -4.634]"
208,71.91306,0.09342,0.69,-26.86,0.0688,-19.639,0.0,"[1.0, 0.239, 0.244, 0.104, 0.033, 0.085, 0.034, 0.071, 0.038, 0.068, 0.296, 0.835]","[38.314, 27.399, -46.837, -99.753, 33.913, -6.073, -76.726, 7.539, 52.782, -22.068, 14.264, -0.363]"
209,72.00649,0.13179,0.522,-20.169,0.08646,-14.225,0.0,"[0.056, 0.073, 0.277, 0.581, 0.876, 1.0, 0.455, 0.048, 0.021, 0.03, 0.082, 0.058]","[42.486, 14.753, -0.88, -84.852, 30.329, -27.114, -71.79, -53.379, 0.612, 20.39, 12.831, -0.157]"
210,72.13828,0.63923,0.604,-15.987,0.13823,-8.137,0.0,"[0.03, 0.024, 0.248, 0.042, 0.322, 0.125, 0.059, 1.0, 0.187, 0.315, 0.363, 0.054]","[48.29, 8.062, 96.447, -17.138, 71.814, -9.6, -16.263, 6.666, -5.912, 0.686, 3.324, 39.17]"
211,72.77751,0.2566,0.427,-11.138,0.0612,-7.261,0.0,"[0.122, 0.132, 0.354, 0.109, 0.107, 0.233, 0.159, 0.854, 0.579, 0.63, 1.0, 0.212]","[43.603, -48.934, 2.19, 184.931, 62.535, -3.105, -2.479, -14.348, 3.418, -17.387, -93.369, 39.494]"
212,73.0341,0.14381,0.886,-33.878,0.07641,-22.969,0.0,"[0.476, 0.581, 0.848, 0.156, 0.156, 0.578, 0.194, 0.257, 0.178, 0.517, 0.717, 1.0]","[34.725, 89.72, -34.867, -21.916, 55.454, -15.428, -9.445, -41.585, 37.056, -27.059, -19.066, -8.658]"
213,73.17791,0.1858,1.0,-30.894,0.0427,-13.314,0.0,"[0.033, 0.045, 0.081, 0.082, 0.377, 0.058, 0.057, 0.162, 0.208, 1.0, 0.109, 0.032]","[40.86, -42.698, 67.752, 118.358, 87.84, 43.287, -13.096, -18.937, -19.633, -1.414, -55.691, 34.752]"
214,73.36372,0.18626,0.567,-35.405,0.07226,-28.169,0.0,"[0.155, 0.234, 0.435, 1.0, 0.598, 0.781, 0.204, 0.34, 0.376, 0.232, 0.111, 0.089]","[29.501, -99.22, -43.426, -69.072, 44.315, -28.649, -15.748, -41.211, -9.043, 17.373, -2.763, 10.173]"
215,73.54998,0.30612,1.0,-30.003,0.15222,-7.733,0.0,"[0.213, 0.026, 0.066, 0.051, 0.166, 1.0, 0.041, 0.024, 0.02, 0.035, 0.024, 0.019]","[41.667, -39.631, 27.86, 10.49, 88.088, 105.762, 2.799, 14.439, 41.466, -9.637, -56.371, 1.326]"
216,73.8561,0.15741,1.0,-38.201,0.10454,-23.234,0.0,"[0.614, 0.46, 0.149, 0.075, 0.054, 0.111, 0.279, 0.452, 0.399, 0.149, 0.123, 1.0]","[28.942, 23.908, 12.244, -140.695, 16.57, -4.633, 26.652, -18.036, 13.545, 12.814, 0.993, 15.88]"
217,74.01351,0.39488,1.0,-26.125,0.15074,-8.438,0.0,"[0.03, 0.053, 0.319, 0.51, 0.676, 0.074, 0.027, 0.286, 0.591, 1.0, 0.208, 0.058]","[49.105, 34.931, 141.691, 13.404, 65.189, 24.5, 55.93, 4.265, -1.155, -7.266, 38.038, 15.992]"
218,74.40839,1.0917,0.453,-9.738,0.09784,-4.716,0.0,"[0.067, 0.29, 0.279, 0.233, 0.055, 0.306, 0.412, 1.0, 0.812, 0.572, 0.618, 0.112]","[50.648, -7.316, 80.223, 70.519, 71.568, -4.121, -18.011, 4.878, -10.569, -15.975, -49.919, 48.38]"
219,75.50009,0.23855,0.451,-29.321,0.13545,-22.785,0.0,"[0.138, 0.259, 0.08, 0.099, 0.159, 0.404, 0.168, 0.383, 0.521, 0.769, 1.0, 0.257]","[34.464, -132.726, -16.906, -63.51, 58.432, -27.451, -36.468, 0.855, 13.543, 0.036, 9.908, 8.567]"
220,75.73864,0.1507,0.274,-25.366,0.07987,-21.63,0.0,"[0.086, 1.0, 0.034, 0.016, 0.015, 0.011, 0.015, 0.114, 0.018, 0.022, 0.16, 0.057]","[36.782, -174.05, 15.08, -28.282, 85.861, -38.211, -7.232, -2.086, 26.298, -1.203, -5.442, -7.091]"
221,75.88934,0.09769,0.224,-24.792,0.05451,-22.051,0.0,"[0.165, 1.0, 0.141, 0.01, 0.005, 0.013, 0.016, 0.047, 0.021, 0.015, 0.044, 0.052]","[36.98, -184.987, 12.593, -42.145, 68.027, -36.589, -20.913, 6.299, 24.852, -6.026, 6.122, -2.044]"
222,75.98703,0.37692,1.0,-23.037,0.10292,-3.214,0.0,"[0.469, 0.44, 0.357, 0.426, 1.0, 0.341, 0.162, 0.141, 0.176, 0.198, 0.252, 0.729]","[46.204, -65.574, 41.87, -19.962, 68.237, 104.181, -12.149, 23.119, 31.65, -50.487, -72.202, 1.689]"
223,76.36395,0.90494,1.0,-22.93,0.73234,-4.929,0.0,"[0.301, 0.061, 0.097, 0.088, 1.0, 0.336, 0.041, 0.083, 0.083, 0.084, 0.055, 0.539]","[48.632, -64.735, 102.31, -102.998, 88.21, 25.186, 22.487, 59.391, 20.544, -6.357, 25.236, 12.324]"
224,77.26889,0.29179,0.271,-22.229,0.03068,-17.669,0.0,"[1.0, 0.072, 0.144, 0.058, 0.242, 0.169, 0.053, 0.029, 0.067, 0.088, 0.031, 0.387]","[39.058, 32.509, -85.142, -3.893, 82.871, -34.684, -16.89, -45.56, 18.857, -63.278, -9.041, 37.127]"
225,77.56068,0.5151,1.0,-29.01,0.12461,-8.349,0.0,"[0.231, 0.092, 0.133, 0.265, 0.535, 0.459, 0.227, 0.441, 0.74, 1.0, 0.089, 0.072]","[41.352, -55.202, 27.235, -23.163, 101.864, 80.418, -1.452, 40.068, 25.401, -24.359, -43.605, 17.829]"
226,78.07578,0.21565,1.0,-24.569,0.05034,-8.93,0.0,"[0.95, 0.063, 0.031, 0.021, 0.14, 1.0, 0.067, 0.088, 0.03, 0.231, 0.019, 0.041]","[47.214, -3.457, 108.4, -54.035, 85.138, 61.928, 36.323, 8.547, 14.704, -17.753, 32.918, 19.77]"
227,78.29143,0.20345,0.147,-10.14,0.06521,-7.423,0.0,"[0.6, 0.49, 0.567, 0.375, 0.369, 0.575, 1.0, 0.106, 0.121, 0.481, 0.117, 0.217]","[48.795, -11.768, 81.21, 77.699, 77.998, -23.389, 1.131, 9.821, -17.675, -8.095, -38.373, 47.514]"
228,78.49488,0.64449,0.943,-18.975,0.16866,-6.277,0.0,"[0.102, 0.164, 1.0, 0.06, 0.631, 0.07, 0.102, 0.019, 0.047, 0.157, 0.03, 0.702]","[47.478, -42.134, 102.723, -57.269, 54.079, 13.583, 37.556, 24.375, 2.331, -15.138, -12.464, 33.338]"
229,79.13937,0.61125,0.271,-14.752,0.07311,-10.395,0.0,"[0.064, 0.136, 1.0, 0.112, 0.246, 0.11, 0.107, 0.143, 0.294, 0.589, 0.134, 0.056]","[43.878, -90.044, 12.658, 99.423, 50.243, -16.005, 14.744, 8.566, 23.788, -27.554, -69.364, 27.524]"
230,79.75061,0.28154,0.399,-33.138,0.12812,-28.213,0.0,"[0.071, 0.06, 0.127, 0.078, 0.365, 0.195, 0.059, 0.035, 0.245, 1.0, 0.242, 0.02]","[28.47, -139.341, -43.644, -76.025, 44.121, -39.888, -20.324, 34.441, 37.322, 1.196, 1.553, 3.86]"
231,80.03215,0.15587,0.349,-32.446,0.03701,-29.319,0.0,"[0.547, 1.0, 0.345, 0.089, 0.085, 0.085, 0.279, 0.045, 0.038, 0.052, 0.123, 0.025]","[28.938, -55.838, -60.618, -19.723, 44.09, -44.761, -18.78, -17.469, 6.546, 7.917, -15.522, 8.009]"
232,80.18803,0.24454,0.609,-34.099,0.09739,-26.839,0.0,"[0.04, 0.65, 1.0, 0.21, 0.015, 0.014, 0.018, 0.026, 0.01, 0.031, 0.009, 0.012]","[30.953, 97.747, -103.674, -99.57, 21.808, -39.526, -25.691, 31.531, 59.872, -1.223, 1.375, 9.296]"
233,80.43256,0.37959,1.0,-29.003,0.05451,-10.857,0.0,"[0.07, 0.261, 1.0, 0.102, 0.054, 0.1, 0.032, 0.038, 0.082, 0.167, 0.031, 0.084]","[44.891, -62.776, 20.821, 49.078, 66.608, 3.759, 14.301, -5.896, 18.353, 18.664, -26.981, 9.95]"
234,80.81215,0.49324,1.0,-24.049,0.2662,-5.587,0.0,"[0.847, 0.191, 1.0, 0.09, 0.283, 0.728, 0.044, 0.049, 0.1, 0.17, 0.067, 0.342]","[48.725, -48.649, 95.046, -21.017, 66.19, 55.088, 47.325, 43.785, 20.498, -3.079, -11.651, 6.951]"
235,81.3054,1.49642,1.0,-19.85,0.07274,-4.144,0.0,"[0.175, 0.363, 1.0, 0.299, 0.18, 0.107, 0.09, 0.737, 0.229, 0.088, 0.056, 0.115]","[50.763, 33.812, 94.448, 35.355, 46.758, 57.111, 34.748, 20.241, 6.597, -26.409, 8.459, 8.747]"
236,82.80181,0.32077,0.602,-33.781,0.10747,-26.443,0.0,"[1.0, 0.353, 0.472, 0.093, 0.815, 0.06, 0.061, 0.12, 0.138, 0.226, 0.185, 0.887]","[30.018, -59.679, -55.335, -68.361, 44.213, -15.76, -29.0, -17.402, 13.618, 4.65, -1.996, 2.877]"
237,83.12259,0.13274,0.882,-31.838,0.09772,-21.055,0.0,"[1.0, 0.686, 0.128, 0.083, 0.906, 0.107, 0.07, 0.059, 0.173, 0.333, 0.621, 0.066]","[36.456, 64.995, -43.49, -90.571, 58.24, 9.581, -56.142, -34.247, 30.302, -29.558, 38.401, -4.039]"
238,83.25533,0.38902,1.0,-22.407,0.12014,-9.136,0.0,"[0.034, 0.026, 0.129, 0.067, 0.211, 0.052, 0.088, 0.937, 1.0, 0.324, 0.036, 0.019]","[49.57, 55.365, 54.319, -11.072, 56.981, -6.887, -39.847, 8.147, 47.0, -3.266, 16.738, 0.344]"
239,83.64435,0.38209,0.026,-11.651,0.24544,-8.321,0.0,"[0.05, 0.116, 0.068, 0.045, 0.302, 0.052, 0.057, 0.221, 0.183, 1.0, 0.059, 0.051]","[48.735, 76.601, 57.739, -4.278, 44.476, -11.386, -49.827, -4.28, 30.008, 4.417, -24.543, 6.048]"
240,84.02644,0.68653,1.0,-28.611,0.23435,-5.233,0.0,"[0.103, 0.258, 0.324, 0.581, 0.569, 0.117, 0.207, 0.368, 0.811, 1.0, 0.073, 0.053]","[44.443, -27.258, 108.688, -128.231, 77.302, 97.26, 29.081, 8.899, 9.068, -1.101, -29.906, 8.14]"
241,84.71297,0.33052,0.722,-22.559,0.11793,-14.324,0.0,"[1.0, 0.108, 0.087, 0.028, 0.164, 0.038, 0.022, 0.437, 0.046, 0.052, 0.027, 0.057]","[39.491, 2.992, 10.199, -46.139, 63.952, -7.323, -33.966, -15.197, 30.442, -2.222, -29.518, 21.514]"
242,85.04349,0.21982,0.734,-28.058,0.05155,-20.454,0.0,"[1.0, 0.078, 0.054, 0.034, 0.087, 0.443, 0.103, 0.106, 0.071, 0.195, 0.028, 0.168]","[36.913, -18.885, -77.557, -29.543, 47.596, -15.051, -35.148, -26.421, 10.243, -7.237, -12.662, 24.784]"
243,85.26331,0.36608,0.562,-26.921,0.0313,-20.839,0.0,"[0.135, 0.143, 0.256, 0.264, 0.825, 1.0, 0.107, 0.021, 0.016, 0.029, 0.015, 0.02]","[36.1, 1.015, -16.069, -10.156, 12.291, -23.096, -91.929, -18.944, 34.454, -19.187, 7.34, -18.605]"
244,85.62939,0.41156,1.0,-28.27,0.10576,-3.237,0.0,"[0.013, 0.007, 0.017, 0.048, 0.044, 0.087, 0.024, 0.557, 1.0, 0.914, 0.035, 0.015]","[46.543, -40.875, 99.166, -147.911, 94.142, 107.325, -19.639, 16.887, 3.828, 32.427, -14.751, 11.558]"
245,86.04095,0.20327,0.83,-15.385,0.02445,-4.609,0.0,"[0.109, 0.005, 0.001, 0.007, 0.021, 1.0, 0.074, 0.011, 0.003, 0.017, 0.002, 0.003]","[53.439, -40.821, 48.574, 7.098, 50.457, -7.694, -18.903, -17.616, -21.403, 7.115, 13.917, 44.011]"
246,86.24422,0.19143,0.385,-13.329,0.01406,-4.019,0.0,"[0.007, 0.006, 0.019, 0.004, 0.007, 0.038, 0.06, 1.0, 0.043, 0.011, 0.005, 0.007]","[53.094, -44.19, 46.082, 18.209, 97.15, -42.738, -44.702, -6.789, 24.168, 18.612, -10.333, 32.286]"
247,86.43565,0.16231,0.344,-15.02,0.08094,-9.878,0.0,"[0.008, 0.003, 0.003, 0.012, 1.0, 0.097, 0.008, 0.03, 0.012, 0.002, 0.003, 0.033]","[49.007, -109.278, 18.969, -12.775, 75.824, -27.643, -36.365, -5.267, 20.387, 6.536, -2.295, 15.364]"
248,86.59796,0.22159,0.643,-16.164,0.08192,-7.961,0.0,"[0.065, 0.007, 0.002, 0.011, 0.047, 1.0, 0.073, 0.004, 0.002, 0.011, 0.002, 0.003]","[49.801, -45.135, 15.281, 2.529, 68.442, -2.745, -32.231, -9.823, 2.22, -6.36, -9.0, 45.815]"
249,86.81955,0.30322,0.856,-21.018,0.15875,-7.678,0.0,"[0.006, 0.014, 1.0, 0.171, 0.004, 0.009, 0.008, 0.001, 0.002, 0.017, 0.003, 0.002]","[46.948, -111.697, -22.436, 27.419, 81.155, 18.911, -36.865, 11.197, 25.055, -5.854, -43.887, 17.681]"
250,87.12277,0.24698,1.0,-30.67,0.08738,-8.595,0.0,"[0.005, 0.002, 0.003, 0.011, 1.0, 0.026, 0.002, 0.001, 0.007, 0.001, 0.002, 0.035]","[48.123, -122.211, 14.41, -36.193, 85.107, 44.467, -14.534, 5.026, 15.594, 26.688, 41.251, 2.736]"
