,start,duration,confidence,loudness_start,loudness_max_time,loudness_max,loudness_end,pitches,timbre
77,24.46934,0.20757,0.917,-33.811,0.12489,-18.775,0.0,"[0.024, 0.045, 0.029, 0.013, 0.09, 0.037, 0.067, 0.479, 0.757, 1.0, 0.343, 0.029]","[35.301, -54.692, -47.26, -149.836, 28.454, -14.03, 6.551, -13.349, 32.952, 9.551, 3.071, 22.264]"
78,24.67692,0.10422,0.518,-20.385,0.04679,-15.505,0.0,"[0.124, 0.149, 0.028, 0.046, 0.519, 0.079, 0.024, 0.231, 0.294, 0.588, 1.0, 0.598]","[43.349, -22.397, -18.244, -52.523, 47.153, -25.41, -29.775, -7.407, 50.819, -4.588, 4.267, -5.052]"
79,24.78113,0.33637,0.066,-16.662,0.10156,-14.554,0.0,"[0.839, 0.233, 0.025, 0.03, 0.067, 0.367, 0.508, 0.029, 0.055, 1.0, 0.181, 0.164]","[44.181, -10.01, 6.05, -40.194, 29.193, -31.179, -49.766, -7.373, 21.451, 8.62, -2.847, 17.35]"
80,25.11751,0.43696,0.083,-19.116,0.04245,-15.772,0.0,"[0.375, 0.136, 0.331, 0.197, 0.361, 0.038, 0.066, 0.386, 0.074, 0.082, 0.046, 1.0]","[40.624, -26.874, -26.177, 21.315, 38.293, -18.189, -73.759, 28.351, 32.621, 5.597, -39.308, 1.87]"
81,25.55447,0.45846,0.957,-31.083,0.12782,-15.65,0.0,"[0.054, 0.03, 0.039, 0.019, 0.134, 0.016, 0.016, 0.187, 0.354, 1.0, 0.148, 0.096]","[36.74, -75.323, -31.157, 0.215, 45.912, 31.16, -16.187, 34.237, 11.562, 29.665, -42.35, 29.654]"
82,26.01293,0.16168,0.703,-34.782,0.12213,-25.856,0.0,"[0.219, 0.221, 0.043, 0.033, 0.304, 0.052, 0.075, 0.324, 0.131, 0.654, 1.0, 0.34]","[30.813, -49.541, -50.494, -102.441, 15.362, -8.865, -11.325, -23.725, 54.143, 23.013, 8.263, 4.255]"
83,26.1746,0.42925,0.324,-26.874,0.06707,-22.861,0.0,"[0.049, 0.056, 0.021, 0.014, 0.06, 0.015, 0.016, 0.114, 0.214, 1.0, 0.155, 0.025]","[31.965, -82.53, -90.649, 29.23, 9.884, -29.767, -25.381, 5.906, 14.601, 6.069, -42.281, 31.827]"
84,26.60385,0.18286,0.811,-38.11,0.15134,-27.696,0.0,"[0.111, 0.241, 0.041, 0.035, 0.07, 0.028, 0.06, 1.0, 0.173, 0.11, 0.028, 0.027]","[27.597, -112.738, -22.082, -122.455, 7.52, -15.315, 4.098, 7.218, 4.251, 20.211, 1.533, 6.67]"
85,26.78671,0.55955,0.42,-28.754,0.01184,-24.991,0.0,"[0.025, 0.042, 0.024, 0.012, 0.038, 0.024, 0.026, 0.25, 0.063, 1.0, 0.085, 0.016]","[32.882, -88.635, -80.948, -22.19, 3.051, -51.666, -7.144, -14.403, 27.536, 8.429, -10.385, 13.224]"
86,27.34626,0.21329,0.338,-32.486,0.03869,-28.436,0.0,"[0.054, 0.056, 0.071, 0.024, 0.015, 0.027, 0.151, 0.176, 0.27, 1.0, 0.47, 0.014]","[30.228, -128.014, -85.598, -67.96, -15.471, -50.714, 3.277, -7.089, 10.104, 18.492, 10.864, 13.003]"
87,27.55955,0.13669,0.273,-29.182,0.00511,-26.456,0.0,"[0.416, 0.349, 0.122, 0.086, 0.151, 0.243, 1.0, 0.248, 0.137, 0.415, 0.154, 0.156]","[32.802, 2.903, -81.233, -71.991, -15.542, -49.09, -32.599, -7.013, 41.176, -3.5, -0.953, 13.562]"
88,27.69624,0.20916,0.854,-28.177,0.03125,-18.668,0.0,"[0.13, 1.0, 0.161, 0.029, 0.028, 0.087, 0.183, 0.048, 0.286, 0.879, 0.407, 0.016]","[39.747, -23.539, -14.673, -22.387, 9.764, -29.233, -43.367, -11.714, 36.418, 12.771, -2.769, -5.811]"
89,27.9054,0.12785,0.389,-21.586,0.07578,-18.036,0.0,"[0.273, 0.399, 1.0, 0.034, 0.067, 0.08, 0.101, 0.034, 0.062, 0.157, 0.104, 0.108]","[41.024, -46.501, -47.363, -64.67, 20.979, -41.037, -19.456, -5.876, 57.944, 24.405, -2.838, -10.27]"
90,28.03324,0.19501,0.032,-18.822,0.06187,-17.126,0.0,"[0.073, 0.21, 0.583, 0.042, 0.019, 0.018, 0.11, 0.073, 0.289, 1.0, 0.468, 0.026]","[40.252, -35.234, -54.035, 4.245, 30.54, -16.633, -35.804, -17.843, 55.004, 0.231, -58.852, -3.162]"
91,28.22825,0.31374,0.994,-33.974,0.10856,-16.365,0.0,"[0.153, 0.121, 0.179, 0.508, 0.482, 0.124, 0.318, 0.086, 0.136, 1.0, 0.373, 0.116]","[35.566, 66.737, -56.537, -124.658, 29.141, 24.846, -12.351, -62.346, 53.021, -7.084, -19.463, 3.621]"
92,28.542,0.30417,0.322,-26.42,0.21692,-21.659,0.0,"[0.056, 0.501, 1.0, 0.117, 0.028, 0.015, 0.071, 0.032, 0.017, 0.076, 0.013, 0.017]","[36.669, 56.326, -50.165, -37.761, 31.768, -48.329, 30.889, 42.604, -12.082, -49.195, 2.555, 35.471]"
93,28.84617,0.20213,0.718,-27.143,0.04092,-18.676,0.0,"[0.064, 0.575, 1.0, 0.346, 0.164, 0.028, 0.043, 0.028, 0.021, 0.046, 0.013, 0.022]","[38.692, -15.454, -54.201, -21.911, 20.198, -23.341, -41.962, -19.37, 42.365, 22.363, -5.766, 10.117]"
94,29.0483,0.16594,0.123,-24.554,0.01202,-22.119,0.0,"[0.182, 1.0, 0.191, 0.013, 0.017, 0.03, 0.059, 0.008, 0.006, 0.02, 0.02, 0.009]","[36.15, -43.607, -71.555, -31.491, 10.631, -41.311, -48.28, 6.003, 55.446, 25.525, -20.09, 10.999]"
95,29.21424,0.1381,0.469,-27.218,0.05864,-22.801,0.0,"[0.316, 1.0, 0.077, 0.009, 0.056, 0.003, 0.005, 0.003, 0.006, 0.008, 0.019, 0.002]","[35.848, -99.644, -39.506, -29.982, 26.297, -43.792, -4.935, 1.951, 50.541, 33.726, -16.883, 2.765]"
96,29.35234,0.67714,0.791,-26.382,0.16221,-15.592,0.0,"[0.082, 0.055, 0.31, 0.022, 0.033, 0.011, 0.146, 0.071, 0.126, 1.0, 0.129, 0.01]","[37.556, -35.009, -68.81, -67.102, 28.483, 11.537, -29.638, -18.44, 44.929, -0.063, -41.381, 7.423]"
97,30.02948,0.4293,0.525,-29.377,0.10442,-23.993,0.0,"[0.027, 0.013, 0.03, 0.009, 0.012, 0.011, 0.076, 0.053, 0.096, 1.0, 0.155, 0.009]","[31.242, -147.828, -70.774, -36.772, 36.942, -29.6, -25.636, -25.415, 22.339, 2.187, -24.069, 14.361]"
98,30.45878,0.44073,1.0,-33.937,0.20398,-10.492,0.0,"[0.228, 0.228, 1.0, 0.189, 0.054, 0.034, 0.238, 0.076, 0.058, 0.275, 0.085, 0.081]","[42.727, -63.11, 53.741, 7.44, 23.006, 47.541, 28.166, 15.524, -11.656, -7.256, -39.493, 27.58]"
99,30.8995,0.68544,1.0,-24.63,0.0874,-9.199,0.0,"[0.09, 0.184, 1.0, 0.578, 0.045, 0.026, 0.099, 0.043, 0.069, 0.121, 0.328, 0.072]","[46.852, -79.987, 51.827, -13.731, 59.737, -14.822, 22.393, -12.164, 9.138, 42.448, 14.77, 5.476]"
100,31.58494,0.21633,0.3,-15.891,0.0144,-11.964,0.0,"[0.041, 0.647, 1.0, 0.4, 0.139, 0.067, 0.046, 0.072, 0.13, 0.189, 0.116, 0.087]","[44.702, -91.63, 31.566, 63.833, 55.903, -39.954, 39.944, 8.115, 20.976, 5.73, -43.252, 11.127]"
101,31.80127,0.22395,0.217,-24.146,0.07042,-20.673,0.0,"[0.02, 0.16, 0.425, 0.171, 0.105, 0.03, 0.229, 1.0, 0.297, 0.261, 0.13, 0.024]","[38.044, -58.426, -73.559, -41.189, -1.882, -39.34, -4.283, -5.048, 14.446, 7.796, -13.96, 15.415]"
102,32.02522,0.33043,0.845,-25.08,0.12905,-11.933,0.0,"[0.113, 0.23, 1.0, 0.506, 0.034, 0.017, 0.1, 0.549, 0.104, 0.112, 0.2, 0.139]","[39.155, -76.513, -14.418, -49.531, 40.814, 17.584, -18.852, 10.336, 19.836, 4.17, -34.179, 17.51]"
103,32.35565,0.31909,0.884,-25.188,0.08114,-13.838,0.0,"[0.095, 0.268, 0.191, 0.013, 0.173, 0.018, 0.085, 1.0, 0.193, 0.107, 0.041, 0.045]","[38.945, -108.758, -44.459, -15.774, 31.605, 24.391, 0.354, 23.102, 22.868, -25.446, -44.066, 9.15]"
104,32.67474,0.30422,1.0,-30.548,0.17147,-14.752,0.0,"[0.873, 0.239, 0.244, 0.162, 0.137, 0.111, 0.385, 1.0, 0.29, 0.235, 0.092, 0.044]","[43.042, -81.241, 94.003, -7.801, 39.765, -0.036, 36.331, -3.307, 4.124, 1.908, 10.28, -11.078]"
105,32.97896,0.69615,0.196,-17.085,0.15267,-14.459,0.0,"[0.043, 0.126, 1.0, 0.052, 0.014, 0.018, 0.034, 0.018, 0.036, 0.206, 0.033, 0.014]","[43.896, -91.44, 71.989, 15.458, 31.201, -34.09, 46.741, 41.549, 14.1, -5.914, -14.841, 7.406]"
106,33.6751,0.34245,0.221,-21.332,0.0309,-18.334,0.0,"[0.043, 0.39, 1.0, 0.159, 0.062, 0.013, 0.015, 0.022, 0.025, 0.031, 0.082, 0.02]","[39.86, -111.985, 19.045, 14.013, 28.071, -44.765, 34.403, 15.326, 6.228, 10.46, -20.006, 11.868]"
107,34.01755,0.4893,0.742,-28.339,0.162,-19.689,0.0,"[0.382, 0.134, 0.52, 0.132, 0.287, 0.081, 0.103, 1.0, 0.233, 0.087, 0.48, 0.556]","[35.935, -39.719, -75.008, -86.121, 22.823, -10.485, -28.57, 17.0, 45.509, -16.097, -14.389, 19.96]"
108,34.50685,0.30921,0.159,-30.459,0.08599,-27.556,0.0,"[0.047, 0.538, 1.0, 0.061, 0.08, 0.025, 0.033, 0.073, 0.075, 0.227, 0.325, 0.191]","[29.978, -139.438, -81.051, -29.342, 61.363, -39.219, -21.813, -21.917, 26.871, 1.548, -23.603, 19.98]"
109,34.81605,0.16385,0.151,-34.49,0.04962,-31.767,0.0,"[0.202, 1.0, 0.028, 0.006, 0.01, 0.011, 0.021, 0.108, 0.091, 0.069, 0.105, 0.061]","[26.44, -183.23, -87.336, -47.245, 25.801, -43.552, -1.94, 8.919, 4.387, 2.155, -14.567, 7.749]"
110,34.97991,0.47265,0.666,-36.1,0.17167,-26.306,0.0,"[0.027, 0.062, 0.38, 0.06, 0.02, 0.025, 0.064, 1.0, 0.583, 0.116, 0.037, 0.028]","[27.323, -157.946, -89.422, -44.675, 19.34, -14.023, 0.568, 42.742, 9.658, 2.43, -39.008, 7.593]"
111,35.45256,0.74653,1.0,-42.323,0.12673,-17.209,0.0,"[0.014, 0.02, 0.054, 0.016, 0.115, 0.048, 0.042, 1.0, 0.369, 0.081, 0.081, 0.018]","[36.843, -16.356, -54.044, -1.924, 70.768, 41.601, -13.792, 8.592, 33.046, 43.528, -16.007, 13.491]"
112,36.19909,0.23016,0.553,-30.515,0.07897,-24.288,0.0,"[0.044, 0.107, 0.036, 0.043, 0.174, 0.022, 0.072, 0.143, 0.523, 1.0, 0.318, 0.044]","[33.35, -74.69, -81.985, -71.319, 1.852, -26.522, -30.789, 12.776, 33.848, 1.106, -3.687, 0.319]"
113,36.42925,0.14249,0.43,-29.405,0.01709,-24.023,0.0,"[0.172, 0.184, 0.027, 0.098, 1.0, 0.132, 0.179, 0.495, 0.379, 0.587, 0.259, 0.053]","[34.385, 18.754, -54.747, -68.191, 10.523, -28.364, -66.154, -16.602, 30.766, 7.171, 13.441, -2.866]"
114,36.57175,0.31773,1.0,-26.354,0.15505,-9.048,0.0,"[0.121, 0.247, 0.119, 0.176, 0.407, 0.076, 0.155, 0.29, 1.0, 0.722, 0.124, 0.099]","[45.251, 7.019, 35.013, 72.251, 58.323, 56.371, -22.536, -2.932, 30.063, 6.194, -60.387, 12.725]"
115,36.88948,0.1058,0.903,-30.945,0.04975,-19.211,0.0,"[0.121, 0.457, 0.114, 0.152, 0.528, 0.119, 0.088, 0.222, 0.286, 1.0, 0.098, 0.07]","[37.226, -88.541, 8.651, -20.97, 65.188, 18.808, -10.306, -10.203, 34.839, -9.535, 6.878, 21.694]"
116,36.99528,0.16281,1.0,-25.421,0.11136,-6.619,0.0,"[0.045, 0.075, 0.032, 0.034, 0.172, 0.573, 0.025, 0.051, 0.053, 0.1, 1.0, 0.033]","[51.753, 40.843, 175.917, 21.988, 67.393, -2.697, 55.275, 15.775, -15.119, -11.011, 35.543, 16.55]"
117,37.1581,0.25451,0.107,-7.333,0.04154,-5.13,0.0,"[0.097, 0.124, 0.115, 0.227, 0.378, 0.113, 0.069, 0.078, 0.1, 1.0, 0.244, 0.073]","[50.61, 68.6, 80.732, 100.32, 67.648, -41.223, -19.499, 15.534, 16.46, 5.1, -23.46, 15.785]"
118,37.41261,1.39283,0.675,-14.839,0.04108,-8.835,0.0,"[0.108, 0.301, 0.121, 0.112, 0.53, 0.139, 0.154, 0.858, 1.0, 0.993, 0.181, 0.144]","[46.905, 32.216, 13.675, 75.035, 60.71, 13.522, -23.663, -35.721, 22.585, 4.971, -66.488, 18.188]"
119,38.80544,0.41202,0.613,-34.072,0.098,-26.711,0.0,"[0.114, 0.301, 0.315, 0.422, 1.0, 0.165, 0.121, 0.246, 0.177, 0.671, 0.293, 0.4]","[28.827, -62.028, -78.217, -48.294, 63.939, -5.453, -45.573, -27.141, 38.145, -27.741, -25.244, 29.444]"
120,39.21746,0.11265,0.403,-38.177,0.0614,-33.731,0.0,"[0.313, 0.661, 0.077, 0.171, 1.0, 0.113, 0.07, 0.19, 0.098, 0.068, 0.208, 0.654]","[24.272, -136.528, -47.963, -82.907, 49.185, -30.594, -41.889, 5.545, 11.184, -7.679, 1.65, 9.2]"
121,39.33011,0.22667,0.91,-35.417,0.12125,-23.238,0.0,"[0.122, 0.624, 0.116, 0.084, 1.0, 0.051, 0.074, 0.958, 0.209, 0.113, 0.073, 0.185]","[30.386, -123.204, 20.865, -112.786, 57.115, -5.406, 10.332, -45.773, 6.151, 31.293, -8.915, 12.985]"
122,39.55678,1.14658,1.0,-27.572,0.19605,-4.015,0.0,"[0.034, 0.287, 1.0, 0.023, 0.062, 0.034, 0.139, 0.6, 0.14, 0.351, 0.034, 0.042]","[46.326, -35.548, 127.75, -127.789, 30.016, 33.044, 87.773, 48.69, 6.843, -7.657, 24.897, 7.876]"
123,40.70336,0.37315,1.0,-26.669,0.16067,-9.018,0.0,"[0.048, 0.242, 1.0, 0.168, 0.256, 0.023, 0.02, 0.015, 0.098, 0.894, 0.012, 0.014]","[46.381, -27.608, 111.609, -53.384, 85.573, 27.495, 68.667, 34.04, 34.9, 6.122, 23.631, -2.978]"
124,41.07651,0.30599,0.132,-12.37,0.04929,-9.596,0.0,"[0.065, 0.43, 1.0, 0.144, 0.179, 0.111, 0.019, 0.028, 0.162, 0.428, 0.202, 0.028]","[45.482, -18.118, 57.928, 133.608, 42.431, 0.614, 52.067, 17.884, 4.381, -3.235, -107.771, 19.44]"
125,41.38249,0.1756,1.0,-34.606,0.08418,-18.166,0.0,"[0.133, 1.0, 0.038, 0.012, 0.01, 0.075, 0.011, 0.01, 0.006, 0.011, 0.022, 0.007]","[36.83, 35.866, -34.086, -88.231, 74.071, 23.201, 39.364, 52.653, 74.131, -9.119, 0.587, -20.034]"
126,41.5581,0.14603,0.856,-24.658,0.01502,-12.386,0.0,"[0.294, 1.0, 0.028, 0.019, 0.02, 0.025, 0.018, 0.033, 0.285, 0.408, 0.023, 0.008]","[45.655, 16.501, 7.063, -19.354, 47.532, -35.663, -55.419, -11.355, 34.216, 10.813, 5.69, 5.9]"
127,41.70413,0.15546,0.439,-16.306,0.0568,-11.617,0.0,"[0.25, 1.0, 0.603, 0.07, 0.061, 0.027, 0.045, 0.524, 0.13, 0.159, 0.087, 0.043]","[46.221, -4.575, -25.668, -6.469, 9.545, -14.832, -43.432, -28.584, 6.062, -3.983, -22.882, 8.584]"
128,41.85959,0.22068,0.592,-19.124,0.15312,-12.81,0.0,"[0.029, 0.285, 1.0, 0.27, 0.057, 0.013, 0.027, 0.361, 0.356, 0.37, 0.085, 0.027]","[44.8, -49.695, 27.162, -36.242, 21.862, 0.59, 4.931, -13.524, -2.828, -14.546, 1.407, 5.122]"
129,42.08027,0.13279,0.092,-17.94,0.09878,-15.754,0.0,"[0.214, 0.37, 0.097, 0.168, 1.0, 0.366, 0.076, 0.111, 0.33, 0.401, 0.063, 0.24]","[43.259, -79.346, 24.706, -35.647, 68.608, -44.743, -4.467, 0.827, 25.278, 10.451, 3.647, 30.576]"
130,42.21306,0.50485,0.207,-16.679,0.17243,-12.878,0.0,"[0.103, 0.119, 0.179, 0.029, 0.126, 0.848, 0.134, 0.055, 0.18, 1.0, 0.047, 0.025]","[44.861, -53.145, 10.478, -31.366, 69.957, -38.781, 0.997, -5.001, 37.037, -3.149, -7.544, 31.984]"
131,42.71791,0.37333,0.475,-17.249,0.08387,-11.851,0.0,"[0.097, 0.356, 0.631, 0.162, 0.099, 0.156, 0.078, 0.821, 0.462, 1.0, 0.152, 0.09]","[42.675, -60.118, -7.788, 18.168, 79.593, -30.732, -37.2, 11.06, 19.574, -7.813, -25.367, 27.902]"
132,43.09125,0.21995,1.0,-24.485,0.05557,-8.264,0.0,"[0.031, 0.642, 1.0, 0.354, 0.055, 0.057, 0.386, 0.5, 0.079, 0.141, 0.033, 0.041]","[46.791, 31.201, 52.692, -37.459, 37.015, 54.69, 11.493, 0.314, 32.325, 8.333, 0.042, -28.159]"
133,43.3112,0.97587,0.288,-14.249,0.07052,-11.176,0.0,"[0.064, 0.142, 1.0, 0.129, 0.514, 0.342, 0.134, 0.201, 0.159, 0.534, 0.134, 0.102]","[42.888, -28.558, -19.112, 104.226, 34.052, -5.514, -7.93, -35.301, 31.79, -2.073, -86.365, 3.633]"
134,44.28707,0.58308,0.59,-32.397,0.0531,-26.719,0.0,"[0.02, 0.034, 0.389, 0.042, 0.02, 0.036, 0.021, 0.088, 0.152, 1.0, 0.2, 0.016]","[29.922, -160.897, -52.912, -38.464, 18.097, -15.896, -8.324, 19.924, 13.503, -5.444, -27.589, 11.227]"
135,44.87016,0.1542,0.682,-34.485,0.08045,-28.057,0.0,"[0.058, 0.333, 1.0, 0.491, 0.46, 0.026, 0.013, 0.011, 0.015, 0.113, 0.046, 0.127]","[29.77, -185.735, -6.032, -40.82, 50.134, -13.282, 35.752, -9.126, 14.264, 34.283, -9.276, -15.186]"
136,45.02435,0.2181,0.457,-31.518,0.10482,-26.79,0.0,"[0.045, 0.044, 0.097, 0.025, 0.013, 0.046, 0.259, 1.0, 0.575, 0.106, 0.092, 0.059]","[31.708, -85.972, -49.742, -63.824, 28.076, -39.342, 7.358, 16.95, 28.612, -1.599, 3.094, -1.54]"
137,45.24245,0.13533,0.625,-28.685,0.01308,-21.64,0.0,"[0.266, 0.146, 0.814, 0.092, 0.063, 1.0, 0.269, 0.489, 0.086, 0.061, 0.103, 0.527]","[34.942, 5.222, -59.808, -15.682, 1.303, -54.224, -52.987, -48.061, 15.478, 30.99, -12.931, 0.987]"
138,45.37778,0.24381,1.0,-28.634,0.03038,-10.598,0.0,"[0.049, 0.04, 0.175, 0.052, 0.101, 0.274, 1.0, 0.936, 0.237, 0.025, 0.058, 0.225]","[44.652, 29.698, 21.518, 62.594, 54.464, 15.493, -54.308, 7.254, 42.949, 6.501, -28.858, -1.257]"
139,45.62159,0.16762,0.776,-29.493,0.12322,-20.436,0.0,"[0.072, 0.093, 0.087, 0.168, 1.0, 0.134, 0.04, 0.084, 0.025, 0.016, 0.025, 0.12]","[35.017, -123.993, -34.614, -129.98, 35.634, -31.023, -25.01, 11.645, 28.408, 33.478, 10.418, 10.749]"
140,45.78921,0.40172,0.97,-22.311,0.13751,-8.467,0.0,"[0.294, 0.885, 0.336, 0.037, 0.143, 0.519, 1.0, 0.742, 0.19, 0.11, 0.172, 0.463]","[48.879, -0.16, 98.181, 13.901, 39.251, -2.807, 41.8, 36.139, -2.412, -9.87, -1.978, 20.73]"
141,46.19093,0.09234,0.08,-14.16,0.03956,-12.186,0.0,"[0.963, 1.0, 0.779, 0.762, 0.313, 0.648, 0.399, 0.154, 0.116, 0.141, 0.548, 0.691]","[47.123, -28.007, 76.739, 7.148, 42.994, -35.448, 52.765, -13.727, 5.206, 11.565, -6.138, 29.397]"
142,46.28327,0.88621,0.463,-13.673,0.11796,-9.072,0.0,"[0.059, 0.299, 1.0, 0.385, 0.264, 0.411, 0.07, 0.06, 0.047, 0.075, 0.385, 0.286]","[45.727, -57.84, 54.018, 48.732, 50.717, -24.786, 49.022, 4.15, 14.185, -3.243, -42.714, 33.379]"
143,47.16948,0.27256,0.148,-27.559,0.03076,-23.438,0.0,"[0.048, 0.201, 0.472, 0.238, 0.036, 0.353, 0.234, 1.0, 0.602, 0.065, 0.034, 0.035]","[33.113, -137.715, -86.009, 15.617, 41.403, -33.878, 3.627, 0.489, 34.764, -7.286, -34.465, 20.156]"
144,47.44204,0.20535,0.111,-35.281,0.12433,-33.287,0.0,"[0.145, 0.449, 0.511, 0.452, 0.089, 1.0, 0.415, 0.912, 0.48, 0.064, 0.04, 0.131]","[25.84, -208.916, -93.489, -63.619, 31.52, -43.396, -18.849, 4.759, 10.044, 1.006, -5.976, 7.837]"
145,47.64739,0.11891,0.752,-38.258,0.057,-29.127,0.0,"[0.164, 0.212, 0.036, 0.025, 0.107, 1.0, 0.5, 0.058, 0.057, 0.067, 0.11, 0.044]","[28.217, 25.77, -148.302, -86.301, 54.155, -10.8, -31.72, -11.959, 46.56, -23.581, -2.948, 17.727]"
146,47.7663,0.37007,0.347,-33.709,0.07808,-29.837,0.0,"[0.029, 0.385, 1.0, 0.045, 0.014, 0.516, 0.058, 0.105, 0.026, 0.021, 0.006, 0.033]","[27.164, -96.905, -87.838, -37.459, 1.382, -21.29, -20.374, -16.225, 4.523, 16.838, -32.5, 6.815]"
147,48.13637,1.0781,1.0,-38.364,0.31699,-3.866,0.0,"[0.096, 0.683, 1.0, 0.09, 0.09, 0.116, 0.38, 0.918, 0.292, 0.087, 0.071, 0.086]","[44.072, -3.453, 110.298, -123.638, 7.053, 92.998, 78.856, 28.9, -14.603, -1.237, 6.548, 11.317]"
148,49.21447,0.30249,0.928,-22.437,0.07733,-10.794,0.0,"[0.078, 0.099, 0.127, 0.066, 0.169, 0.41, 0.513, 1.0, 0.312, 0.052, 0.059, 0.046]","[43.822, -22.349, 13.888, 80.315, 71.92, 15.001, -25.583, -10.046, 22.25, 5.457, -54.496, 6.57]"
149,49.51696,0.30821,1.0,-29.441,0.13103,-14.37,0.0,"[0.589, 0.488, 0.647, 0.973, 1.0, 0.046, 0.072, 0.096, 0.055, 0.089, 0.24, 0.829]","[40.711, -45.304, 28.537, -51.435, 73.066, 39.864, -24.394, 75.194, 30.823, 11.622, 2.915, 4.8]"
150,49.82517,0.75175,0.696,-19.825,0.04507,-13.511,0.0,"[0.264, 0.162, 1.0, 0.046, 0.075, 0.028, 0.029, 0.095, 0.15, 0.223, 0.134, 0.097]","[40.597, -2.501, -45.482, 29.629, 52.404, -1.138, -40.387, -53.742, 18.831, 20.383, -24.407, 45.534]"
151,50.57692,0.28766,0.207,-25.784,0.03252,-23.374,0.0,"[0.028, 0.057, 0.228, 0.063, 0.037, 0.012, 0.092, 1.0, 0.223, 0.129, 0.059, 0.01]","[34.67, -130.126, -64.203, -23.654, 37.349, -54.539, 24.909, -3.461, 10.644, -3.189, -1.739, 23.562]"
152,50.86458,0.1219,0.577,-30.164,0.04704,-24.194,0.0,"[0.164, 0.134, 0.23, 1.0, 0.906, 0.036, 0.021, 0.083, 0.038, 0.047, 0.202, 0.106]","[33.668, -146.214, -2.433, -30.946, 49.886, -11.577, 10.42, -2.073, 5.295, -14.311, 8.499, 36.458]"
153,50.98649,0.12259,0.582,-27.947,0.0626,-21.057,0.0,"[0.172, 0.182, 0.385, 1.0, 0.641, 0.054, 0.038, 0.076, 0.05, 0.038, 0.077, 0.054]","[35.595, -45.957, -7.212, -63.182, 47.609, -9.87, -40.759, 31.937, 24.419, -36.57, -5.592, 36.426]"
154,51.10907,0.15474,0.136,-25.626,0.06632,-22.061,0.0,"[1.0, 0.518, 0.191, 0.059, 0.089, 0.051, 0.114, 0.065, 0.101, 0.135, 0.668, 0.232]","[35.61, 26.38, -95.778, -26.753, 75.583, -41.047, -1.65, -28.429, 4.308, -23.126, -38.57, 29.387]"
155,51.26381,0.39524,1.0,-31.324,0.15677,-13.05,0.0,"[0.391, 0.163, 0.426, 1.0, 0.62, 0.032, 0.035, 0.031, 0.031, 0.096, 0.102, 0.324]","[37.028, -49.409, 32.489, -155.279, 41.888, -7.725, -28.249, 4.439, 16.23, 13.292, 5.772, 2.259]"
156,51.65905,0.40417,0.095,-19.359,0.03509,-16.72,0.0,"[0.273, 0.252, 0.233, 1.0, 0.244, 0.04, 0.031, 0.08, 0.06, 0.183, 0.274, 0.087]","[39.046, -81.496, 12.08, 60.492, 11.88, -17.87, -16.389, -16.397, -9.328, -10.805, -36.172, -6.467]"
157,52.06322,0.40295,0.925,-33.743,0.01805,-21.093,0.0,"[0.016, 0.101, 0.211, 0.021, 0.046, 0.017, 0.096, 1.0, 0.733, 0.103, 0.056, 0.036]","[35.359, -163.605, 6.992, 40.206, 23.474, -38.632, 21.01, 24.468, -16.206, -3.473, -14.068, 42.818]"
158,52.46617,0.27755,0.028,-31.592,0.01586,-28.814,0.0,"[0.437, 0.45, 0.37, 0.175, 0.052, 0.023, 0.151, 1.0, 0.167, 0.086, 0.205, 0.566]","[28.124, -196.898, -37.406, -18.466, 32.036, -80.015, 1.632, 21.581, -9.502, 1.928, 17.351, 11.601]"
159,52.74372,0.17138,0.588,-35.007,0.03133,-28.374,0.0,"[1.0, 0.398, 0.065, 0.063, 0.187, 0.058, 0.179, 0.146, 0.194, 0.191, 0.655, 0.242]","[29.01, -54.3, -62.175, -28.486, 10.108, -30.58, 6.963, 15.164, 5.441, -11.702, 5.118, 13.928]"
160,52.9151,0.2942,0.507,-34.104,0.0393,-28.787,0.0,"[1.0, 0.27, 0.298, 0.052, 0.084, 0.062, 0.115, 0.257, 0.084, 0.109, 0.247, 0.786]","[28.111, -126.767, -8.596, 25.001, 51.888, -43.479, 13.007, 0.842, -10.788, -6.383, -15.746, -13.567]"
161,53.2093,0.08621,0.009,-36.645,0.01211,-34.836,0.0,"[0.484, 0.342, 0.327, 0.224, 0.129, 0.136, 0.197, 0.209, 0.188, 0.189, 0.353, 1.0]","[24.342, -169.47, 12.605, -29.045, 87.245, -60.109, -16.562, 19.339, 0.78, -5.525, 6.783, -12.245]"
162,53.29551,0.56975,0.865,-36.097,0.05313,-25.933,0.0,"[0.737, 1.0, 0.464, 0.152, 0.529, 0.097, 0.068, 0.198, 0.231, 0.544, 0.402, 0.307]","[27.328, -94.879, -61.492, 17.421, 45.6, -8.983, 10.507, -19.827, -0.434, 9.797, -19.206, -1.283]"
163,53.86526,0.0951,0.733,-40.244,0.06889,-32.22,0.0,"[1.0, 0.564, 0.158, 0.131, 0.13, 0.25, 0.239, 0.146, 0.373, 0.486, 0.567, 0.174]","[26.792, -82.889, -58.946, -77.226, 12.128, -26.807, -0.591, -7.004, 16.919, -5.28, 5.67, 1.963]"
